
GANADOR: Brand con [6] vidas restantes


GANADOR: Jhin con [70] vidas restantes


GANADOR: Leona con [-279] vidas restantes


GANADOR: Teemo con [29] vidas restantes


GANADOR: Cho_Gath con [12] vidas restantes


GANADOR: Maokai con [-56] vidas restantes


GANADOR: Darius con [85] vidas restantes


GANADOR: Velkoz con [85] vidas restantes

